,content,cleaning,normalize,removal,tokenizing,polarity_score,polarity
4194,"Kalau hari Sabtu beli tiket ketika masuk menu pembayaran via link aja langsung blank, Walaupun sudah di ulang ulang Sangat mengecewakan",kalau hari sabtu beli tiket ketika masuk menu pembayaran via link aja langsung blank walaupun sudah di ulang ulang sangat mengecewakan,kalau hari sabtu beli tiket ketika masuk menu bayar via link saja langsung blank walaupun sudah di ulang ulang sangat kecewa,beli tiket masuk menu bayar link langsung blank ulang ulang kecewa,"['beli', 'tiket', 'masuk', 'menu', 'bayar', 'link', 'langsung', 'blank', 'ulang', 'ulang', 'kecewa']",-1,negative
4196,"Sangat membantu sekali, aplikasi bagus cocok buat yg ingin Naik kereta tanpa harus antri tiket.",sangat membantu sekali aplikasi bagus cocok buat yg ingin naik kereta tanpa harus antri tiket,sangat bantu sekali aplikasi bagus cocok buat yang ingin naik kereta tanpa harus antri tiket,bantu aplikasi bagus cocok kereta antri tiket,"['bantu', 'aplikasi', 'bagus', 'cocok', 'kereta', 'antri', 'tiket']",3,positive
4197,"Cukup mudah buat pemesanan tiket, tapi kok saya nggak bisa aktivasi kai-pay ya? Tolong bantuannya, mau pesan tiket buat besok soalnya.",cukup mudah buat pemesanan tiket tapi kok saya nggak bisa aktivasi kai pay ya tolong bantuannya mau pesan tiket buat besok soalnya,cukup mudah buat mesan tiket tapi kok saya tidak bisa aktivasi kai pay iya tolong bantu mau pesan tiket buat besok soal,mudah mesan tiket aktivasi kai pay tolong bantu pesan tiket besok,"['mudah', 'mesan', 'tiket', 'aktivasi', 'kai', 'pay', 'tolong', 'bantu', 'pesan', 'tiket', 'besok']",2,positive
4198,Aplikasi jelek... Bayar metode QR berhasil tetapi status tiket menunggu.. Duit gak balik tiket gak dapat... 😓 kesel banget 😫,aplikasi jelek bayar metode qr berhasil tetapi status tiket menunggu duit gak balik tiket gak dapat kesel banget,aplikasi jelek bayar metode qr hasil tetapi status tiket tunggu uang tidak balik tiket tidak dapat kesel banget,aplikasi jelek bayar metode hasil status tiket tunggu uang tiket kesel,"['aplikasi', 'jelek', 'bayar', 'metode', 'hasil', 'status', 'tiket', 'tunggu', 'uang', 'tiket', 'kesel']",-1,negative
4199,"Makin kesini makin parah, Sabtu kemarin mau beli tiket lokal aja lemotnya minta ampun padahal jaringan bagus, sampe sekarang juga masih lemot",makin kesini makin parah sabtu kemarin mau beli tiket lokal aja lemotnya minta ampun padahal jaringan bagus sampe sekarang juga masih lemot,makin kesini makin parah sabtu kemarin mau beli tiket lokal saja lambat minta ampun padahal jaring bagus sampai sekarang juga masih lambat,kesini parah kemarin beli tiket lokal lambat ampun jaring bagus lambat,"['kesini', 'parah', 'kemarin', 'beli', 'tiket', 'lokal', 'lambat', 'ampun', 'jaring', 'bagus', 'lambat']",-2,negative
4200,Makin mudah. Cocok buat orang yang suka naik kereta dadakan k mana aja. Ga perlu lagi ke stasiun cuma buat beli tiket. Kece abis.,makin mudah cocok buat orang yang suka naik kereta dadakan k mana aja ga perlu lagi ke stasiun cuma buat beli tiket kece abis,makin mudah cocok buat orang yang suka naik kereta dada ke mana saja tidak perlu lagi ke stasiun cuma buat beli tiket kece habis,mudah cocok orang suka kereta dada stasiun beli tiket kece habis,"['mudah', 'cocok', 'orang', 'suka', 'kereta', 'dada', 'stasiun', 'beli', 'tiket', 'kece', 'habis']",3,positive
4201,ngebug banget kak mau pesen tiket di akhir malah lola banget ya Allah ngulang mana waktu cuma sebentar gimanaaa ini tolong diperbaiki. :)),ngebug banget kak mau pesen tiket di akhir malah lola banget ya allah ngulang mana waktu cuma sebentar gimanaaa ini tolong diperbaiki,ngebug banget kak mau pesan tiket di akhir bahkan lambat berfikir banget iya allah ngulang mana waktu cuma sebentar gimanaaa ini tolong baik,ngebug kak pesan tiket lambat berfikir allah ngulang sebentar gimanaaa tolong,"['ngebug', 'kak', 'pesan', 'tiket', 'lambat', 'berfikir', 'allah', 'ngulang', 'sebentar', 'gimanaaa', 'tolong']",-1,negative
4202,"Aplikasi ini sangat membantu, nmun utk pmbelian tiket kereta lokal sya rsa mungkin prlu penambahan fasilitas misal : bisa memilih tempat duduk , pmesanan bsa lbih dri 4 orang krena mgkin bwa rombongan. Karena utk pembelian tket kereta lokal hnya bsa lwat kai acces h-7 , & pmblian d loket stsiun hny go show aja.",aplikasi ini sangat membantu nmun utk pmbelian tiket kereta lokal sya rsa mungkin prlu penambahan fasilitas misal bisa memilih tempat duduk pmesanan bsa lbih dri orang krena mgkin bwa rombongan karena utk pembelian tket kereta lokal hnya bsa lwat kai acces h pmblian d loket stsiun hny go show aja,aplikasi ini sangat bantu nmun untuk pmbelian tiket kereta lokal saya rsa mungkin prlu tambah fasilitas misal bisa pilih tempat duduk pmesanan bisa lbih dari orang karena mungkin bwa rombong karena untuk beli tket kereta lokal hanya bisa lwat kai acces h pmblian di loket stsiun hanya go show saja,aplikasi bantu nmun pmbelian tiket kereta lokal rsa prlu fasilitas pilih duduk pmesanan lbih orang bwa rombong beli tket kereta lokal lwat kai acces pmblian loket stsiun show,"['aplikasi', 'bantu', 'nmun', 'pmbelian', 'tiket', 'kereta', 'lokal', 'rsa', 'prlu', 'fasilitas', 'pilih', 'duduk', 'pmesanan', 'lbih', 'orang', 'bwa', 'rombong', 'beli', 'tket', 'kereta', 'lokal', 'lwat', 'kai', 'acces', 'pmblian', 'loket', 'stsiun', 'show']",2,positive
4203,"suka aja.. pembelian ga pake biaya admin, trs g usah antri, g usah desek desekan buat beli tiket, tapu rebutan terus klo lg ada promo. tp ttp saya suka naik kreta",suka aja pembelian ga pake biaya admin trs g usah antri g usah desek desekan buat beli tiket tapu rebutan terus klo lg ada promo tp ttp saya suka naik kreta,suka saja beli tidak pakai biaya admin terus g perlu antri g perlu desek desekan buat beli tiket tapu rebut terus kalau lagi ada promo tapi tetap saya suka naik kreta,suka beli pakai biaya admin antri desek desekan beli tiket tapu rebut promo suka kreta,"['suka', 'beli', 'pakai', 'biaya', 'admin', 'antri', 'desek', 'desekan', 'beli', 'tiket', 'tapu', 'rebut', 'promo', 'suka', 'kreta']",2,positive
4205,"Pesen tiket pp 2 minggu sblm brangkat,,tiket pulang jam 5 sore.tp u/tes antigen di st kebumen tutup jam 4 tanpa ada info.jd hrs batal tiket dan antigen di rs terdekat.kecewa karena ga ada info seperti itu",pesen tiket pp minggu sblm brangkat tiket pulang jam sore tp u tes antigen di st kebumen tutup jam tanpa ada info jd hrs batal tiket dan antigen di rs terdekat kecewa karena ga ada info seperti itu,pesan tiket pulang pergi minggu sebelum brangkat tiket pulang jam sore tapi kamu tes antigen di st kebumen tutup jam tanpa ada informasi jadi harus batal tiket dan antigen di rs dekat kecewa karena tidak ada informasi seperti itu,pesan tiket pulang pergi brangkat tiket pulang jam sore tes antigen kebumen tutup jam informasi batal tiket antigen kecewa informasi,"['pesan', 'tiket', 'pulang', 'pergi', 'brangkat', 'tiket', 'pulang', 'jam', 'sore', 'tes', 'antigen', 'kebumen', 'tutup', 'jam', 'informasi', 'batal', 'tiket', 'antigen', 'kecewa', 'informasi']",-4,negative
4206,Kenapa server lelet sekali sih. Saya beberapa kali harus pesan tiket.Sampe harus ulang ulang teruss waktu kadaluwarsa muluk drtd bikin emosi aja,kenapa server lelet sekali sih saya beberapa kali harus pesan tiket sampe harus ulang ulang teruss waktu kadaluwarsa muluk drtd bikin emosi aja,kenapa server lambat sekali sih saya beberapa kali harus pesan tiket sampai harus ulang ulang teruss waktu kadaluwarsa muluk dari tadi bikin emosi saja,server lambat pesan tiket ulang ulang teruss kadaluwarsa muluk bikin emosi,"['server', 'lambat', 'pesan', 'tiket', 'ulang', 'ulang', 'teruss', 'kadaluwarsa', 'muluk', 'bikin', 'emosi']",-3,negative
4208,Setelah update malah gak bisa login padahal pas butuh banget tiketnya jadinya terlambat 😭👎👎,setelah update malah gak bisa login padahal pas butuh banget tiketnya jadinya terlambat,telah perbarui bahkan tidak bisa login padahal pas butuh banget tiket jadi lambat,perbarui login butuh tiket lambat,"['perbarui', 'login', 'butuh', 'tiket', 'lambat']",-1,negative
4212,"Kai acces sangat membantu perjalanan saya ketika pemesanan tiket, sangat mudah & cepat, trima kasih KAI",kai acces sangat membantu perjalanan saya ketika pemesanan tiket sangat mudah cepat trima kasih kai,kai acces sangat bantu jalan saya ketika mesan tiket sangat mudah cepat terima kasih kasih kai,kai acces bantu jalan mesan tiket mudah cepat terima kasih kasih kai,"['kai', 'acces', 'bantu', 'jalan', 'mesan', 'tiket', 'mudah', 'cepat', 'terima', 'kasih', 'kasih', 'kai']",5,positive
4213,2kali pesen tiket lewat kai acces.. 2x jg saldo kepotong tp tiket gagal. Beli lewat apk lain malah langsung berhasil gak ad kendala,kali pesen tiket lewat kai acces x jg saldo kepotong tp tiket gagal beli lewat apk lain malah langsung berhasil gak ad kendala,kali pesan tiket lewat kai acces tidak bisa juga saldo potong tapi tiket gagal beli lewat aplikasi lain bahkan langsung hasil tidak ada kendala,pesan tiket kai acces saldo potong tiket gagal beli aplikasi langsung hasil kendala,"['pesan', 'tiket', 'kai', 'acces', 'saldo', 'potong', 'tiket', 'gagal', 'beli', 'aplikasi', 'langsung', 'hasil', 'kendala']",-2,negative
4214,Aplikasi gak jelas mau pesen tiket timeout terus.. gak niat bikin app ini... mending di hapus aja,aplikasi gak jelas mau pesen tiket timeout terus gak niat bikin app ini mending di hapus aja,aplikasi tidak jelas mau pesan tiket timeout terus tidak niat bikin aplikasi ini lebih baik di hapus saja,aplikasi pesan tiket timeout niat bikin aplikasi hapus,"['aplikasi', 'pesan', 'tiket', 'timeout', 'niat', 'bikin', 'aplikasi', 'hapus']",-1,negative
4215,Sumpah ini parah Udah order tiket menu pembayaranya ga ada Dah gitu madih minta update,sumpah ini parah udah order tiket menu pembayaranya ga ada dah gitu madih minta update,sumpah ini parah sudah order tiket menu pembayaranya tidak ada deh begitu madih minta perbarui,sumpah parah order tiket menu pembayaranya deh madih perbarui,"['sumpah', 'parah', 'order', 'tiket', 'menu', 'pembayaranya', 'deh', 'madih', 'perbarui']",-1,negative
4217,Pembelian tiket banyak calonya baru dibuka tau tau penuhh kan anehh,pembelian tiket banyak calonya baru dibuka tau tau penuhh kan anehh,beli tiket banyak makelar baru buka tahu tahu penuhh kan aneh,beli tiket makelar buka penuhh aneh,"['beli', 'tiket', 'makelar', 'buka', 'penuhh', 'aneh']",-2,negative
4218,"Sangat membantu dalam pemesanan tiket, tanpa harus antri dan datang ke satsiun. Lebih mudah dan praktis",sangat membantu dalam pemesanan tiket tanpa harus antri dan datang ke satsiun lebih mudah dan praktis,sangat bantu dalam mesan tiket tanpa harus antri dan datang ke satsiun lebih mudah dan praktis,bantu mesan tiket antri satsiun mudah praktis,"['bantu', 'mesan', 'tiket', 'antri', 'satsiun', 'mudah', 'praktis']",3,positive
4219,"Mantap...memberikan kemudahan bagi penumpang dalam pemesanan tiket KA, tidak perlu antri lagi dan juga bisa pilih tempat duduk yg kita ingin kan. Makasih KAI",mantap memberikan kemudahan bagi penumpang dalam pemesanan tiket ka tidak perlu antri lagi dan juga bisa pilih tempat duduk yg kita ingin kan makasih kai,mantap beri mudah bagi tumpang dalam mesan tiket kakak tidak perlu antri lagi dan juga bisa pilih tempat duduk yang kita ingin kan terima kasih kai,mantap mudah tumpang mesan tiket kakak antri pilih duduk terima kasih kai,"['mantap', 'mudah', 'tumpang', 'mesan', 'tiket', 'kakak', 'antri', 'pilih', 'duduk', 'terima', 'kasih', 'kai']",4,positive
4220,"Tolong bug nya dibenahi, pada saat membuka menu tiket lemotnya minta ampun.",tolong bug nya dibenahi pada saat membuka menu tiket lemotnya minta ampun,tolong bug nya benah pada saat buka menu tiket lambat minta ampun,tolong bug benah buka menu tiket lambat ampun,"['tolong', 'bug', 'benah', 'buka', 'menu', 'tiket', 'lambat', 'ampun']",-1,negative
4222,"Ada beberapa tiket yg setalh di pesan tidak bisa di batalkan atau merubah jadwal. Saya kecewa,tpi tolong di perbaiki secepatnya ya pak",ada beberapa tiket yg setalh di pesan tidak bisa di batalkan atau merubah jadwal saya kecewa tpi tolong di perbaiki secepatnya ya pak,ada beberapa tiket yang setalh di pesan tidak bisa di batal atau rubah jadwal saya kecewa tapi tolong di baik cepat iya pak,tiket setalh pesan batal rubah jadwal kecewa tolong cepat,"['tiket', 'setalh', 'pesan', 'batal', 'rubah', 'jadwal', 'kecewa', 'tolong', 'cepat']",-1,negative
4223,"Sangaaat mengecewakan dulu bagus sekarang super buruk mesen tiket lokal ga bisa bisa akun ga bisa di rubah, pemesanan tiket lokal tanggal ga bisa di rubah, pokonya amburadul gara2 di upgrade",sangaaat mengecewakan dulu bagus sekarang super buruk mesen tiket lokal ga bisa bisa akun ga bisa di rubah pemesanan tiket lokal tanggal ga bisa di rubah pokonya amburadul gara di upgrade,sangaaat kecewa dulu bagus sekarang super buruk mesen tiket lokal tidak bisa bisa akun tidak bisa di rubah mesan tiket lokal tanggal tidak bisa di rubah poko amburadul gara di perbarui,sangaaat kecewa bagus super buruk mesen tiket lokal akun rubah mesan tiket lokal tanggal rubah poko amburadul gara perbarui,"['sangaaat', 'kecewa', 'bagus', 'super', 'buruk', 'mesen', 'tiket', 'lokal', 'akun', 'rubah', 'mesan', 'tiket', 'lokal', 'tanggal', 'rubah', 'poko', 'amburadul', 'gara', 'perbarui']",-2,negative
4224,Aplikasi nya bagus tapi suka lag.. Tidak menanggapi atau eror .. Pesen tiket jadi kesel sendiri,aplikasi nya bagus tapi suka lag tidak menanggapi atau eror pesen tiket jadi kesel sendiri,aplikasi nya bagus tapi suka lag tidak tanggap atau eror pesan tiket jadi kesel sendiri,aplikasi bagus suka lag tanggap eror pesan tiket kesel,"['aplikasi', 'bagus', 'suka', 'lag', 'tanggap', 'eror', 'pesan', 'tiket', 'kesel']",1,positive
4225,Kmren beli tiket lebih awal tapi tetap gak dapat tempat duduk . Sayangnya gak ada informasi tentang tempat duduk dalam aplikasi ini . Kita diberitahu setelah kita terlanjur beli tiket bukan sebelum membeli tiket .,kmren beli tiket lebih awal tapi tetap gak dapat tempat duduk sayangnya gak ada informasi tentang tempat duduk dalam aplikasi ini kita diberitahu setelah kita terlanjur beli tiket bukan sebelum membeli tiket,kmren beli tiket lebih awal tapi tetap tidak dapat tempat duduk sayang tidak ada informasi tentang tempat duduk dalam aplikasi ini kita diberitahu telah kita lanjur beli tiket bukan belum beli tiket,kmren beli tiket duduk sayang informasi duduk aplikasi diberitahu lanjur beli tiket beli tiket,"['kmren', 'beli', 'tiket', 'duduk', 'sayang', 'informasi', 'duduk', 'aplikasi', 'diberitahu', 'lanjur', 'beli', 'tiket', 'beli', 'tiket']",2,positive
4226,"Beli tiket cm bisa 4 org lalu klo belikan org byk gimana caranya,,katany hrs pke hp lain,klo pas yg dibawa org jadul gk punya hp lalu gmn. Mgkin hrs diprbaiki lg pelayanan untuk memudahkan penumpang. Klo gk bisa lebih 4 org pke hp org lain hrs bisa donk.. Dan gk harus ikut naik kereta yg belikan tiket itu.. Tmbh ribet klo pke aplikasi.bukan malah di permudah.",beli tiket cm bisa org lalu klo belikan org byk gimana caranya katany hrs pke hp lain klo pas yg dibawa org jadul gk punya hp lalu gmn mgkin hrs diprbaiki lg pelayanan untuk memudahkan penumpang klo gk bisa lebih org pke hp org lain hrs bisa donk dan gk harus ikut naik kereta yg belikan tiket itu tmbh ribet klo pke aplikasi bukan malah di permudah,beli tiket cm bisa orang lalu kalau belikan orang banyak bagaimana cara katany harus pakai hp lain kalau pas yang bawa orang jaman dulu tidak punya hp lalu bagaimana mungkin harus diprbaiki lagi layan untuk mudah tumpang kalau tidak bisa lebih orang pakai hp orang lain harus bisa dong dan tidak harus ikut naik kereta yang belikan tiket itu tambah ribet kalau pakai aplikasi bukan bahkan di mudah,beli tiket orang belikan orang katany pakai bawa orang jaman diprbaiki layan mudah tumpang orang pakai orang kereta belikan tiket ribet pakai aplikasi mudah,"['beli', 'tiket', 'orang', 'belikan', 'orang', 'katany', 'pakai', 'bawa', 'orang', 'jaman', 'diprbaiki', 'layan', 'mudah', 'tumpang', 'orang', 'pakai', 'orang', 'kereta', 'belikan', 'tiket', 'ribet', 'pakai', 'aplikasi', 'mudah']",1,positive
4228,"Alhamdulillah telah membantu kami dalam mencari tiket kai, good lack untuk aplikasinya KAI maju terus dan semangat..👍💪",alhamdulillah telah membantu kami dalam mencari tiket kai good lack untuk aplikasinya kai maju terus dan semangat,alhamdulillah telah bantu kami dalam cari tiket kai bagus lack untuk aplikasi kai maju terus dan semangat,bantu cari tiket kai bagus lack aplikasi kai maju semangat,"['bantu', 'cari', 'tiket', 'kai', 'bagus', 'lack', 'aplikasi', 'kai', 'maju', 'semangat']",4,positive
4229,Sudah booking tiket. Sudah bayar lunas malah log out sendiri. Mana nanggung tiketnya 10 orang lagi. Hadehhh koclok,sudah booking tiket sudah bayar lunas malah log out sendiri mana nanggung tiketnya orang lagi hadehhh koclok,sudah pesan tiket sudah bayar lunas bahkan log out sendiri mana nanggung tiket orang lagi hadehhh koclok,pesan tiket bayar lunas log out nanggung tiket orang hadehhh koclok,"['pesan', 'tiket', 'bayar', 'lunas', 'log', 'out', 'nanggung', 'tiket', 'orang', 'hadehhh', 'koclok']",1,positive
4230,Sangat terbantu dgn adanya aplikasi ini Samgat mempermudah pemesanan tiket,sangat terbantu dgn adanya aplikasi ini samgat mempermudah pemesanan tiket,sangat bantu dengan ada aplikasi ini samgat mudah mesan tiket,bantu aplikasi samgat mudah mesan tiket,"['bantu', 'aplikasi', 'samgat', 'mudah', 'mesan', 'tiket']",2,positive
4231,"Pesan dan cari tiket KA, dapat dg mudah, kapanpun dan dimanapun juga apalgi stlh bisa dilakukan pembayaran dg fasilitas sistem uang elektronik......joss deh👍",pesan dan cari tiket ka dapat dg mudah kapanpun dan dimanapun juga apalgi stlh bisa dilakukan pembayaran dg fasilitas sistem uang elektronik joss deh,pesan dan cari tiket kakak dapat dengan mudah kapan dan mana juga apalgi setelah bisa laku bayar dengan fasilitas sistem uang elektronik joss deh,pesan cari tiket kakak mudah apalgi laku bayar fasilitas sistem uang elektronik joss deh,"['pesan', 'cari', 'tiket', 'kakak', 'mudah', 'apalgi', 'laku', 'bayar', 'fasilitas', 'sistem', 'uang', 'elektronik', 'joss', 'deh']",1,positive
4232,"Aplikasi sangat jelek, saya sudah beli tiket tapi di aplikasi tidak ada. Dan sudah link aja saya sudah berkurang",aplikasi sangat jelek saya sudah beli tiket tapi di aplikasi tidak ada dan sudah link aja saya sudah berkurang,aplikasi sangat jelek saya sudah beli tiket tapi di aplikasi tidak ada dan sudah link saja saya sudah kurang,aplikasi jelek beli tiket aplikasi link,"['aplikasi', 'jelek', 'beli', 'tiket', 'aplikasi', 'link']",-1,negative
4233,Setelah upgrade malah ga bisa pesan tiket balik. Selalu ngbug. Separah ini ya apk sekelas BUMN,setelah upgrade malah ga bisa pesan tiket balik selalu ngbug separah ini ya apk sekelas bumn,telah perbarui bahkan tidak bisa pesan tiket balik selalu ngbug parah ini iya aplikasi kelas bumn,perbarui pesan tiket ngbug parah aplikasi kelas bumn,"['perbarui', 'pesan', 'tiket', 'ngbug', 'parah', 'aplikasi', 'kelas', 'bumn']",-1,negative
4234,"Aplikasi sering freeze ketika pesan tiket KA jarak jauh. Apakah Anda butuh developer mobile? Saya siap membantu, itung-itung nambah portfolio wkwkwk.",aplikasi sering freeze ketika pesan tiket ka jarak jauh apakah anda butuh developer mobile saya siap membantu itung itung nambah portfolio wkwkwk,aplikasi sering freeze ketika pesan tiket kakak jarak jauh apakah anda butuh developer mobile saya siap bantu hitung hitung nambah portfolio wkwkwk,aplikasi freeze pesan tiket kakak jarak butuh developer mobile bantu hitung hitung nambah portfolio wkwkwk,"['aplikasi', 'freeze', 'pesan', 'tiket', 'kakak', 'jarak', 'butuh', 'developer', 'mobile', 'bantu', 'hitung', 'hitung', 'nambah', 'portfolio', 'wkwkwk']",1,positive
4235,"Entah mengapa aplikasinya FC setiap kali saya mau pesan tiket, jadi yah kurang bagus menurut saya aplikasinya",entah mengapa aplikasinya fc setiap kali saya mau pesan tiket jadi yah kurang bagus menurut saya aplikasinya,entah mengapa aplikasi fc tiap kali saya mau pesan tiket jadi yah kurang bagus turut saya aplikasi,aplikasi pesan tiket yah bagus aplikasi,"['aplikasi', 'pesan', 'tiket', 'yah', 'bagus', 'aplikasi']",1,positive
4236,"entah kenapa saya membuat akun tidak bisa terus sudah hampir 3hari, email dan data diri sudah lengkap padahal, sudah menghubungi CS KAI siang sore dan malam tapi jawabannya menunggu email masuk, sedangkan saya butuh hari sabtu untuk memesan tiket.. apa tidak bisa cepat di tanggapi untuk compalin seperti ini?",entah kenapa saya membuat akun tidak bisa terus sudah hampir hari email dan data diri sudah lengkap padahal sudah menghubungi cs kai siang sore dan malam tapi jawabannya menunggu email masuk sedangkan saya butuh hari sabtu untuk memesan tiket apa tidak bisa cepat di tanggapi untuk compalin seperti ini,entah kenapa saya buat akun tidak bisa terus sudah hampir hari email dan data diri sudah lengkap padahal sudah hubung cs kai siang sore dan malam tapi jawab tunggu email masuk sedang saya butuh hari sabtu untuk mes tiket apa tidak bisa cepat di tanggap untuk compalin seperti ini,akun email data lengkap hubung kai siang sore malam tunggu email masuk butuh mes tiket cepat tanggap compalin,"['akun', 'email', 'data', 'lengkap', 'hubung', 'kai', 'siang', 'sore', 'malam', 'tunggu', 'email', 'masuk', 'butuh', 'mes', 'tiket', 'cepat', 'tanggap', 'compalin']",1,positive
4238,"KAI hrus terima saran ya.. Utk saya pelayanan KAI skrg BURUK. Dl kreta adl kndaraan favorit, skrg sdh mlai bnyak yh meninggalkan kereta krna pemesanan tiketnya ribet. Kami bayar, permudah donk. Ga usah pakai app klo bnyak minus nya. Lbh baik psen ke loket aja.",kai hrus terima saran ya utk saya pelayanan kai skrg buruk dl kreta adl kndaraan favorit skrg sdh mlai bnyak yh meninggalkan kereta krna pemesanan tiketnya ribet kami bayar permudah donk ga usah pakai app klo bnyak minus nya lbh baik psen ke loket aja,kai harus terima saran iya untuk saya layan kai sekarang buruk dulu kreta adl kndaraan favorit sekarang sudah mlai banyak yh tinggal kereta karena mesan tiket ribet kami bayar mudah dong tidak perlu pakai aplikasi kalau banyak minus nya lbh baik pesan ke loket saja,kai terima saran layan kai buruk kreta adl kndaraan favorit mlai tinggal kereta mesan tiket ribet bayar mudah pakai aplikasi minus lbh pesan loket,"['kai', 'terima', 'saran', 'layan', 'kai', 'buruk', 'kreta', 'adl', 'kndaraan', 'favorit', 'mlai', 'tinggal', 'kereta', 'mesan', 'tiket', 'ribet', 'bayar', 'mudah', 'pakai', 'aplikasi', 'minus', 'lbh', 'pesan', 'loket']",-1,negative
4239,"COBA DONG INI WOY, YANG MEGANG SEVER ATAU YANG BERTANGGUNG JAWAB SAMA APK KAI ACCESS. DILIAT NOHH RATING LO UDAH BURUK BANGET BANYAK YANG NGASIH BINTANG 1, GAK ADA NIAT BUAT BERBENAH KAH??? APK GAK JELAS, PESEN TIKET SAMA SEKALI GAK BISA PILIH SEAT, SETIAP MAU PILIH SEAT PASTI APK LANGSUNG TERTUTUP SENDIRI. RAM LUMAYAN MEMORY JUGA MASIH LONGGAR, APK LAIN AJA BISA LANCAR TANPA LAG SEGALA MACEM. ANEHH",coba dong ini woy yang megang sever atau yang bertanggung jawab sama apk kai access diliat nohh rating lo udah buruk banget banyak yang ngasih bintang gak ada niat buat berbenah kah apk gak jelas pesen tiket sama sekali gak bisa pilih seat setiap mau pilih seat pasti apk langsung tertutup sendiri ram lumayan memory juga masih longgar apk lain aja bisa lancar tanpa lag segala macem anehh,coba dong ini woy yang megang sever atau yang tanggung jawab sama aplikasi kai access lihat nohh rating kamu sudah buruk banget banyak yang memberikan bintang tidak ada niat buat benah kah aplikasi tidak jelas pesan tiket sama sekali tidak bisa pilih seat tiap mau pilih seat pasti aplikasi langsung tutup sendiri ram lumayan memory juga masih longgar aplikasi lain saja bisa lancar tanpa lag segala macam aneh,coba woy megang sever tanggung aplikasi kai access lihat nohh rating buruk bintang niat benah kah aplikasi pesan tiket pilih seat pilih seat aplikasi langsung tutup ram lumayan memory longgar aplikasi lancar lag aneh,"['coba', 'woy', 'megang', 'sever', 'tanggung', 'aplikasi', 'kai', 'access', 'lihat', 'nohh', 'rating', 'buruk', 'bintang', 'niat', 'benah', 'kah', 'aplikasi', 'pesan', 'tiket', 'pilih', 'seat', 'pilih', 'seat', 'aplikasi', 'langsung', 'tutup', 'ram', 'lumayan', 'memory', 'longgar', 'aplikasi', 'lancar', 'lag', 'aneh']",1,positive
4240,"aplikasi yg sangat memudahkan pengguna KAI utk pesan tiket, reschedule, dll.. semoga semakin bagus aplikasinya",aplikasi yg sangat memudahkan pengguna kai utk pesan tiket reschedule dll semoga semakin bagus aplikasinya,aplikasi yang sangat mudah guna kai untuk pesan tiket reschedule dan lain-lain moga makin bagus aplikasi,aplikasi mudah kai pesan tiket reschedule lain-lain moga bagus aplikasi,"['aplikasi', 'mudah', 'kai', 'pesan', 'tiket', 'reschedule', 'lain-lain', 'moga', 'bagus', 'aplikasi']",2,positive
4241,Sekarang pesan tiket jadi lebih mudah dan cepat.membantu untuk pembelian tiket.jadi tidak perlu antri di loket lagi,sekarang pesan tiket jadi lebih mudah dan cepat membantu untuk pembelian tiket jadi tidak perlu antri di loket lagi,sekarang pesan tiket jadi lebih mudah dan cepat bantu untuk beli tiket jadi tidak perlu antri di loket lagi,pesan tiket mudah cepat bantu beli tiket antri loket,"['pesan', 'tiket', 'mudah', 'cepat', 'bantu', 'beli', 'tiket', 'antri', 'loket']",3,positive
4242,"Lah apl apaan mw booking tiket smpe nunggu berjam2 tp tetep kagak bisa dan lemot pisan , tolonglah perbaiki lagi jangan bikin rudet .",lah apl apaan mw booking tiket smpe nunggu berjam tp tetep kagak bisa dan lemot pisan tolonglah perbaiki lagi jangan bikin rudet,lah apl apa now watching pesan tiket sampai menunggu jam tapi tetep tidak bisa dan lambat pis tolong baik lagi jangan bikin rudet,apl now watching pesan tiket menunggu jam tetep lambat pis tolong bikin rudet,"['apl', 'now', 'watching', 'pesan', 'tiket', 'menunggu', 'jam', 'tetep', 'lambat', 'pis', 'tolong', 'bikin', 'rudet']",-1,negative
